Category,Message,Spam,Word_Count
real,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0,15
real,"Nah can't help you there, I've never had an iphone",0,10
real,If you're not in my car in an hour and a half I'm going apeshit,0,15
real,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,30
real,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0,28
real,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,0,8
real,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",0,34
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,23
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,1,22
real,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",0,31
real,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0,17
real,Ha ha cool cool chikku chikku:-):-DB-),0,6
real,Oh ok no prob..,0,4
real,Check audrey's status right now,0,5
real,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0,16
real,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0,34
real,Well i know Z will take care of me. So no worries.,0,12
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",1,25
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,1,16
real,Wat uniform? In where get?,0,5
real,"Cool, text me when you're ready",0,6
real,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0,29
real,I will spoil you in bed as well :),0,9
real,I'm going for bath will msg you next  &lt;#&gt;  min..,0,10
real,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0,37
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",1,26
real,Can you say what happen,0,5
real,You could have seen me..i did't recognise you Face.:),0,9
real,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0,25
real,Keep my payasam there if rinu brings,0,7
real,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0,27
real,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0,57
real,"Yeah sure, give me a couple minutes to track down my wallet",0,12
real,Hey leave it. not a big deal:-) take care.,0,9
real,Hey i will be late ah... Meet you at 945+,0,10
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1,22
real,It took Mr owl 3 licks,0,6
real,Customer place i will call you.,0,6
real,Mm that time you dont like fun,0,7
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,1,26
real,Yup having my lunch buffet now.. U eat already?,0,9
real,Huh so late... Fr dinner?,0,5
real,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,0,16
real,Morning only i can ok.,0,5
real,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,0,28
real,Pick you up bout 7.30ish? What time are  and that going?,0,11
real,From here after The performance award is calculated every two month.not for current one month period..,0,16
real,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0,26
real,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0,43
real,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0,30
real,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0,16
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",1,32
real,Dear how is chechi. Did you talk to her,0,9
real,The hair cream has not been shipped.,0,7
real,None of that's happening til you get here though,0,9
real,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0,13
real,"Haha get used to driving to usf man, I know a lot of stoners",0,14
real,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0,32
real,Hello! Good week? Fancy a drink or something later?,0,9
real,Headin towards busetop,0,3
real,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,21
real,Come by our room at some point so we can iron out the plan for this weekend,0,17
real,Cos i want it to be your thing,0,8
real,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",0,20
real,Bring home some Wendy =D,0,5
spam,100 dating service cal;l 09064012103 box334sk38ch,1,6
real,Whatsup there. Dont u want to sleep,0,7
real,Alright i have a new goal now,0,7
spam,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,18
real,"Alright, I'll head out in a few minutes, text me where to meet you",0,14
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1,32
real,Yes:)from last week itself i'm taking live call.,0,8
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1,27
real,Siva is in hostel aha:-.,0,5
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,22
real,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0,33
real,Ok. She'll be ok. I guess,0,6
real,aathi..where are you dear..,0,4
real,Any pain on urination any thing else?,0,7
real,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,0,16
real,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,0,27
real,At home watching tv lor.,0,5
real,Does she usually take fifteen fucking minutes to respond to a yes or no question,0,15
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,1,26
real,Booked ticket for pongal?,0,4
real,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,0,11
real,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,0,15
real,"Ask g or iouri, I've told the story like ten times already",0,12
real,How long does applebees fucking take,0,6
real,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",0,15
real,But i have to. I like to have love and arrange.,0,11
real,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,16
real,You were supposed to wake ME up &gt;:(,0,8
real,Oic... I saw him too but i tot he din c me... I found a group liao...,0,17
real,"Sorry, I'll call later",0,4
real,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX",0,17
real,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0,19
real,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",0,12
real,I wont get concentration dear you know you are my mind and everything :-),0,14
real,LOL ... Have you made plans for new years?,0,9
real,10 min later k...,0,4
real,hanks lotsly!,0,2
real,Thanks for this hope you had a good day today,0,10
real,K:)k:)what are detail you want to transfer?acc no enough?,0,9
real,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0,21
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,28
real,Si si. I think ill go make those oreo truffles.,0,10
real,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",0,25
real,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0,28
real,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0,17
real,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0,22
real,Where did u go? My phone is gonna die you have to stay in here,0,15
real,Great. Never been better. Each day gives even more reasons to thank God,0,13
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",1,29
real,"Sorry, I'll call later ok bye",0,6
real,Ok i am on the way to railway,0,8
real,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),0,26
real,They don't put that stuff on the roads to keep it from getting slippery over there?,0,16
real,When are you going to ride your bike?,0,8
real,"Yup, no need. I'll jus wait 4 e rain 2 stop.",0,11
real,There are many company. Tell me the language.,0,8
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,1,27
real,"How long has it been since you screamed, princess?",0,9
real,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",0,50
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,1,27
real,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),0,26
